Game_ID,Event_Index,Game_Date,Game_Code,Period,Home_Team,Visitor_Team,Description,Home_Points_Before,Home_Points_After,Visitor_Points_Before,Visitor_Points_After,Point_Change,Score_Diff,Score_Diff_After,Video_Link,Thumbnail_Link,Event_Link
0022500612,616,2026-01-19,2026-01-19/MIAGSW,4,GSW,MIA,Curry 27' 3PT Step Back Jump Shot (19 PTS),107,110,95,95,3,12,15,https://videos.nba.com/nba/pbp/media/2026/01/19/0022500612/616/a4c897af-88b4-d9b8-e09e-ca535085c716_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/19/0022500612/616/a4c897af-88b4-d9b8-e09e-ca535085c716_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=616&GameID=0022500612&Season=2025-2026&flag=1&title=Curry+27%27+3PT+Step+Back+Jump+Shot+%2819+PTS%29
0022500599,467,2026-01-17,2026-01-17/CHAGSW,3,GSW,CHA,Curry 27' 3PT Pullup Jump Shot (14 PTS) (Podziemski 5 AST),90,93,81,81,3,9,12,https://videos.nba.com/nba/pbp/media/2026/01/17/0022500599/467/b853f4d5-3476-d1d7-f5c0-7af772dfe26b_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/17/0022500599/467/b853f4d5-3476-d1d7-f5c0-7af772dfe26b_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=467&GameID=0022500599&Season=2025-2026&flag=1&title=Curry+27%27+3PT+Pullup+Jump+Shot+%2814+PTS%29+%28Podziemski+5+AST%29
0022500599,370,2026-01-17,2026-01-17/CHAGSW,3,GSW,CHA,Curry 27' 3PT Jump Shot (11 PTS) (Green 6 AST),71,74,63,63,3,8,11,https://videos.nba.com/nba/pbp/media/2026/01/17/0022500599/370/8be0aae5-6b2c-08bf-2b10-a200cb13e228_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/17/0022500599/370/8be0aae5-6b2c-08bf-2b10-a200cb13e228_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=370&GameID=0022500599&Season=2025-2026&flag=1&title=Curry+27%27+3PT+Jump+Shot+%2811+PTS%29+%28Green+6+AST%29
0022500584,363,2026-01-15,2026-01-15/NYKGSW,3,GSW,NYK,Curry 26' 3PT Running Pull-Up Jump Shot (12 PTS),69,72,65,65,3,4,7,https://videos.nba.com/nba/pbp/media/2026/01/15/0022500584/363/01134fa1-daab-f3fb-9559-a1fb638eb3ec_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/15/0022500584/363/01134fa1-daab-f3fb-9559-a1fb638eb3ec_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=363&GameID=0022500584&Season=2025-2026&flag=1&title=Curry+26%27+3PT+Running+Pull-Up+Jump+Shot+%2812+PTS%29
0022500584,580,2026-01-15,2026-01-15/NYKGSW,4,GSW,NYK,Curry 25' 3PT Step Back Jump Shot (27 PTS),107,110,96,96,3,11,14,https://videos.nba.com/nba/pbp/media/2026/01/15/0022500584/580/17618efb-c62b-90f0-507a-5c313946873c_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/15/0022500584/580/17618efb-c62b-90f0-507a-5c313946873c_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=580&GameID=0022500584&Season=2025-2026&flag=1&title=Curry+25%27+3PT+Step+Back+Jump+Shot+%2827+PTS%29
0022500584,563,2026-01-15,2026-01-15/NYKGSW,4,GSW,NYK,Curry 25' 3PT Step Back Jump Shot (24 PTS),104,107,94,94,3,10,13,https://videos.nba.com/nba/pbp/media/2026/01/15/0022500584/563/aba083d5-6628-8b3e-244d-94cb9d095a99_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/15/0022500584/563/aba083d5-6628-8b3e-244d-94cb9d095a99_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=563&GameID=0022500584&Season=2025-2026&flag=1&title=Curry+25%27+3PT+Step+Back+Jump+Shot+%2824+PTS%29
0022500584,370,2026-01-15,2026-01-15/NYKGSW,3,GSW,NYK,Curry 28' 3PT Pullup Jump Shot (15 PTS),72,75,67,67,3,5,8,https://videos.nba.com/nba/pbp/media/2026/01/15/0022500584/370/036f3499-307b-58c6-5e55-f5b5d8d82e07_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/15/0022500584/370/036f3499-307b-58c6-5e55-f5b5d8d82e07_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=370&GameID=0022500584&Season=2025-2026&flag=1&title=Curry+28%27+3PT+Pullup+Jump+Shot+%2815+PTS%29
0022500570,462,2026-01-13,2026-01-13/PORGSW,3,GSW,POR,Curry 24' 3PT Pullup Jump Shot (7 PTS) (Butler III 4 AST),74,77,60,60,3,14,17,https://videos.nba.com/nba/pbp/media/2026/01/13/0022500570/462/4f3cb7a4-1145-40c8-2fb0-e0ff91d8776e_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/13/0022500570/462/4f3cb7a4-1145-40c8-2fb0-e0ff91d8776e_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=462&GameID=0022500570&Season=2025-2026&flag=1&title=Curry+24%27+3PT+Pullup+Jump+Shot+%287+PTS%29+%28Butler+III+4+AST%29
0022500570,105,2026-01-13,2026-01-13/PORGSW,1,GSW,POR,Curry 3PT Jump Shot (3 PTS) (Santos 3 AST),23,26,13,13,3,10,13,https://videos.nba.com/nba/pbp/media/2026/01/13/0022500570/105/c773f6fa-019f-0b56-ec98-fd09b9253bdf_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/13/0022500570/105/c773f6fa-019f-0b56-ec98-fd09b9253bdf_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=105&GameID=0022500570&Season=2025-2026&flag=1&title=Curry+3PT+Jump+Shot+%283+PTS%29+%28Santos+3+AST%29
0022500556,641,2026-01-11,2026-01-11/ATLGSW,4,GSW,ATL,Curry 29' 3PT Pullup Jump Shot (29 PTS) (Green 3 AST),92,95,112,112,3,20,17,https://videos.nba.com/nba/pbp/media/2026/01/11/0022500556/641/937e661e-d2e8-7f44-5781-fb3084c5fd97_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/11/0022500556/641/937e661e-d2e8-7f44-5781-fb3084c5fd97_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=641&GameID=0022500556&Season=2025-2026&flag=1&title=Curry+29%27+3PT+Pullup+Jump+Shot+%2829+PTS%29+%28Green+3+AST%29
0022500556,424,2026-01-11,2026-01-11/ATLGSW,3,GSW,ATL,Curry 25' 3PT Running Jump Shot (19 PTS) (Melton 2 AST),65,68,70,70,3,5,2,https://videos.nba.com/nba/pbp/media/2026/01/11/0022500556/424/af74dd8a-2045-744f-2a53-ce989d52c69b_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/11/0022500556/424/af74dd8a-2045-744f-2a53-ce989d52c69b_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=424&GameID=0022500556&Season=2025-2026&flag=1&title=Curry+25%27+3PT+Running+Jump+Shot+%2819+PTS%29+%28Melton+2+AST%29
0022500556,51,2026-01-11,2026-01-11/ATLGSW,1,GSW,ATL,Curry 3PT Jump Shot (7 PTS) (Butler III 2 AST),11,14,4,4,3,7,10,https://videos.nba.com/nba/pbp/media/2026/01/11/0022500556/51/61a015b4-eb18-b840-1fc7-79400632ce6f_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/11/0022500556/51/61a015b4-eb18-b840-1fc7-79400632ce6f_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=51&GameID=0022500556&Season=2025-2026&flag=1&title=Curry+3PT+Jump+Shot+%287+PTS%29+%28Butler+III+2+AST%29
0022500539,31,2026-01-09,2026-01-09/SACGSW,1,GSW,SAC,Curry 26' 3PT Jump Shot (6 PTS) (Green 1 AST),10,13,4,4,3,6,9,https://videos.nba.com/nba/pbp/media/2026/01/09/0022500539/31/928d9904-895c-1837-5ec5-7af21cf4b452_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/09/0022500539/31/928d9904-895c-1837-5ec5-7af21cf4b452_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=31&GameID=0022500539&Season=2025-2026&flag=1&title=Curry+26%27+3PT+Jump+Shot+%286+PTS%29+%28Green+1+AST%29
0022500539,408,2026-01-09,2026-01-09/SACGSW,3,GSW,SAC,Curry 27' 3PT Pullup Jump Shot (27 PTS) (Green 7 AST),78,81,74,74,3,4,7,https://videos.nba.com/nba/pbp/media/2026/01/09/0022500539/408/49618a24-23f6-e41d-2d44-ad4681f01303_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/09/0022500539/408/49618a24-23f6-e41d-2d44-ad4681f01303_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=408&GameID=0022500539&Season=2025-2026&flag=1&title=Curry+27%27+3PT+Pullup+Jump+Shot+%2827+PTS%29+%28Green+7+AST%29
0022500539,404,2026-01-09,2026-01-09/SACGSW,3,GSW,SAC,Curry 28' 3PT Jump Shot (24 PTS) (Green 6 AST),75,78,74,74,3,1,4,https://videos.nba.com/nba/pbp/media/2026/01/09/0022500539/404/c94164ef-139f-56ae-553a-01521df5fc75_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/09/0022500539/404/c94164ef-139f-56ae-553a-01521df5fc75_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=404&GameID=0022500539&Season=2025-2026&flag=1&title=Curry+28%27+3PT+Jump+Shot+%2824+PTS%29+%28Green+6+AST%29
0022500539,372,2026-01-09,2026-01-09/SACGSW,3,GSW,SAC,Curry 29' 3PT Jump Shot (21 PTS) (Butler III 3 AST),67,70,67,67,3,0,3,https://videos.nba.com/nba/pbp/media/2026/01/09/0022500539/372/6851056e-890a-cce4-5754-2f052359b45e_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/09/0022500539/372/6851056e-890a-cce4-5754-2f052359b45e_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=372&GameID=0022500539&Season=2025-2026&flag=1&title=Curry+29%27+3PT+Jump+Shot+%2821+PTS%29+%28Butler+III+3+AST%29
0022500539,218,2026-01-09,2026-01-09/SACGSW,2,GSW,SAC,Curry 24' 3PT Jump Shot (16 PTS) (Podziemski 1 AST),42,45,41,41,3,1,4,https://videos.nba.com/nba/pbp/media/2026/01/09/0022500539/218/776d13cd-b4a0-ddcb-5bbe-5aa7d0a76794_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/09/0022500539/218/776d13cd-b4a0-ddcb-5bbe-5aa7d0a76794_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=218&GameID=0022500539&Season=2025-2026&flag=1&title=Curry+24%27+3PT+Jump+Shot+%2816+PTS%29+%28Podziemski+1+AST%29
0022500539,60,2026-01-09,2026-01-09/SACGSW,1,GSW,SAC,Curry 27' 3PT Jump Shot (9 PTS) (Green 2 AST),18,21,12,12,3,6,9,https://videos.nba.com/nba/pbp/media/2026/01/09/0022500539/60/d4fe475d-cc1e-f972-c4fc-3fc0a7f6a21a_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/09/0022500539/60/d4fe475d-cc1e-f972-c4fc-3fc0a7f6a21a_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=60&GameID=0022500539&Season=2025-2026&flag=1&title=Curry+27%27+3PT+Jump+Shot+%289+PTS%29+%28Green+2+AST%29
0022500526,81,2026-01-07,2026-01-07/MILGSW,1,GSW,MIL,Curry 30' 3PT Jump Shot (8 PTS) (Green 3 AST),17,20,19,19,3,2,1,https://videos.nba.com/nba/pbp/media/2026/01/07/0022500526/81/8f3cd006-5dae-68e3-572e-2aecc28a398f_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/07/0022500526/81/8f3cd006-5dae-68e3-572e-2aecc28a398f_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=81&GameID=0022500526&Season=2025-2026&flag=1&title=Curry+30%27+3PT+Jump+Shot+%288+PTS%29+%28Green+3+AST%29
0022500526,408,2026-01-07,2026-01-07/MILGSW,3,GSW,MIL,Curry 26' 3PT Jump Shot (25 PTS) (Santos 1 AST),82,85,69,69,3,13,16,https://videos.nba.com/nba/pbp/media/2026/01/07/0022500526/408/594e8e92-ce04-0701-6114-32d65b14df1b_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/07/0022500526/408/594e8e92-ce04-0701-6114-32d65b14df1b_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=408&GameID=0022500526&Season=2025-2026&flag=1&title=Curry+26%27+3PT+Jump+Shot+%2825+PTS%29+%28Santos+1+AST%29
0022500526,157,2026-01-07,2026-01-07/MILGSW,2,GSW,MIL,Curry 26' 3PT Jump Shot (13 PTS) (Horford 2 AST),31,34,33,33,3,2,1,https://videos.nba.com/nba/pbp/media/2026/01/07/0022500526/157/2ccf307e-6d0a-240c-bbe7-1863bdf40722_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/07/0022500526/157/2ccf307e-6d0a-240c-bbe7-1863bdf40722_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=157&GameID=0022500526&Season=2025-2026&flag=1&title=Curry+26%27+3PT+Jump+Shot+%2813+PTS%29+%28Horford+2+AST%29
0022500508,299,2026-01-05,2026-01-05/GSWLAC,2,LAC,GSW,Curry 26' 3PT Jump Shot (12 PTS) (Green 6 AST),53,53,42,45,3,11,8,https://videos.nba.com/nba/pbp/media/2026/01/05/0022500508/299/583d1286-f7ab-5ce4-9c35-b576ca6520b4_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/05/0022500508/299/583d1286-f7ab-5ce4-9c35-b576ca6520b4_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=299&GameID=0022500508&Season=2025-2026&flag=1&title=Curry+26%27+3PT+Jump+Shot+%2812+PTS%29+%28Green+6+AST%29
0022500508,671,2026-01-05,2026-01-05/GSWLAC,4,LAC,GSW,Curry 25' 3PT Pullup Jump Shot (27 PTS) (Green 12 AST),101,101,97,100,3,4,1,https://videos.nba.com/nba/pbp/media/2026/01/05/0022500508/671/eb91600f-b020-408f-bf40-9d4abac8554a_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/05/0022500508/671/eb91600f-b020-408f-bf40-9d4abac8554a_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=671&GameID=0022500508&Season=2025-2026&flag=1&title=Curry+25%27+3PT+Pullup+Jump+Shot+%2827+PTS%29+%28Green+12+AST%29
0022500508,667,2026-01-05,2026-01-05/GSWLAC,4,LAC,GSW,Curry 28' 3PT Jump Shot (24 PTS) (Green 11 AST),101,101,94,97,3,7,4,https://videos.nba.com/nba/pbp/media/2026/01/05/0022500508/667/cf2bfd40-5810-0ac9-1356-a68d0b02cf63_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/05/0022500508/667/cf2bfd40-5810-0ac9-1356-a68d0b02cf63_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=667&GameID=0022500508&Season=2025-2026&flag=1&title=Curry+28%27+3PT+Jump+Shot+%2824+PTS%29+%28Green+11+AST%29
0022500508,194,2026-01-05,2026-01-05/GSWLAC,2,LAC,GSW,Curry 26' 3PT Jump Shot (5 PTS) (Green 4 AST),31,31,19,22,3,12,9,https://videos.nba.com/nba/pbp/media/2026/01/05/0022500508/194/7fe3082c-9bbf-882c-045f-105cb1f3c65a_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/05/0022500508/194/7fe3082c-9bbf-882c-045f-105cb1f3c65a_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=194&GameID=0022500508&Season=2025-2026&flag=1&title=Curry+26%27+3PT+Jump+Shot+%285+PTS%29+%28Green+4+AST%29
0022500492,483,2026-01-03,2026-01-03/UTAGSW,3,GSW,UTA,Curry 36' 3PT Pullup Jump Shot (27 PTS),93,96,93,93,3,0,3,https://videos.nba.com/nba/pbp/media/2026/01/03/0022500492/483/42fa330e-3b42-6441-10cb-20c2c9f4feba_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/03/0022500492/483/42fa330e-3b42-6441-10cb-20c2c9f4feba_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=483&GameID=0022500492&Season=2025-2026&flag=1&title=Curry+36%27+3PT+Pullup+Jump+Shot+%2827+PTS%29
0022500492,432,2026-01-03,2026-01-03/UTAGSW,3,GSW,UTA,Curry 33' 3PT Jump Shot (20 PTS) (Santos 1 AST),80,83,81,81,3,1,2,https://videos.nba.com/nba/pbp/media/2026/01/03/0022500492/432/a0affef9-f5b2-9666-bb62-fecdc0137806_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/03/0022500492/432/a0affef9-f5b2-9666-bb62-fecdc0137806_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=432&GameID=0022500492&Season=2025-2026&flag=1&title=Curry+33%27+3PT+Jump+Shot+%2820+PTS%29+%28Santos+1+AST%29
0022500492,416,2026-01-03,2026-01-03/UTAGSW,3,GSW,UTA,Curry 25' 3PT Pullup Jump Shot (17 PTS),77,80,79,79,3,2,1,https://videos.nba.com/nba/pbp/media/2026/01/03/0022500492/416/04b5447f-8dc1-efdd-1a6a-f67d80babdcc_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/03/0022500492/416/04b5447f-8dc1-efdd-1a6a-f67d80babdcc_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=416&GameID=0022500492&Season=2025-2026&flag=1&title=Curry+25%27+3PT+Pullup+Jump+Shot+%2817+PTS%29
0022500492,377,2026-01-03,2026-01-03/UTAGSW,3,GSW,UTA,Curry 26' 3PT Step Back Jump Shot (12 PTS),63,66,71,71,3,8,5,https://videos.nba.com/nba/pbp/media/2026/01/03/0022500492/377/6abca4f8-c62f-4619-8c92-7cb8171f7656_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/03/0022500492/377/6abca4f8-c62f-4619-8c92-7cb8171f7656_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=377&GameID=0022500492&Season=2025-2026&flag=1&title=Curry+26%27+3PT+Step+Back+Jump+Shot+%2812+PTS%29
0022500492,351,2026-01-03,2026-01-03/UTAGSW,2,GSW,UTA,Curry 27' 3PT Step Back Jump Shot (9 PTS),55,58,65,65,3,10,7,https://videos.nba.com/nba/pbp/media/2026/01/03/0022500492/351/ae03ee8b-4284-0c0b-5c19-fa8f05433e23_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/03/0022500492/351/ae03ee8b-4284-0c0b-5c19-fa8f05433e23_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=351&GameID=0022500492&Season=2025-2026&flag=1&title=Curry+27%27+3PT+Step+Back+Jump+Shot+%289+PTS%29
0022500492,98,2026-01-03,2026-01-03/UTAGSW,1,GSW,UTA,Curry 27' 3PT Pullup Jump Shot (5 PTS) (Podziemski 2 AST),13,16,18,18,3,5,2,https://videos.nba.com/nba/pbp/media/2026/01/03/0022500492/98/00393b07-82b1-897c-1dd4-fd85bd6c0d53_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2026/01/03/0022500492/98/00393b07-82b1-897c-1dd4-fd85bd6c0d53_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=98&GameID=0022500492&Season=2025-2026&flag=1&title=Curry+27%27+3PT+Pullup+Jump+Shot+%285+PTS%29+%28Podziemski+2+AST%29
0022500462,349,2025-12-31,2025-12-31/GSWCHA,2,CHA,GSW,Curry 26' 3PT Step Back Jump Shot (15 PTS),62,62,61,64,3,1,2,https://videos.nba.com/nba/pbp/media/2025/12/31/0022500462/349/d12df929-72dd-a3c2-e5ca-e9b6b1920308_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2025/12/31/0022500462/349/d12df929-72dd-a3c2-e5ca-e9b6b1920308_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=349&GameID=0022500462&Season=2025-2026&flag=1&title=Curry+26%27+3PT+Step+Back+Jump+Shot+%2815+PTS%29
0022500462,39,2025-12-31,2025-12-31/GSWCHA,1,CHA,GSW,Curry 25' 3PT Jump Shot (3 PTS) (Moody 1 AST),10,10,8,11,3,2,1,https://videos.nba.com/nba/pbp/media/2025/12/31/0022500462/39/c85c19ac-ef5b-8297-2a19-205d0a6a8f6d_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2025/12/31/0022500462/39/c85c19ac-ef5b-8297-2a19-205d0a6a8f6d_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=39&GameID=0022500462&Season=2025-2026&flag=1&title=Curry+25%27+3PT+Jump+Shot+%283+PTS%29+%28Moody+1+AST%29
0022500462,203,2025-12-31,2025-12-31/GSWCHA,2,CHA,GSW,Curry 29' 3PT Pullup Jump Shot (6 PTS),35,35,32,35,3,3,0,https://videos.nba.com/nba/pbp/media/2025/12/31/0022500462/203/f0eb832a-eb7f-a9f2-cf33-09c26e0dfa60_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2025/12/31/0022500462/203/f0eb832a-eb7f-a9f2-cf33-09c26e0dfa60_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=203&GameID=0022500462&Season=2025-2026&flag=1&title=Curry+29%27+3PT+Pullup+Jump+Shot+%286+PTS%29
0022500462,218,2025-12-31,2025-12-31/GSWCHA,2,CHA,GSW,Curry 26' 3PT Pullup Jump Shot (10 PTS) (Green 4 AST),40,40,39,42,3,1,2,https://videos.nba.com/nba/pbp/media/2025/12/31/0022500462/218/573a69c2-ace9-3532-5eac-378a74200eea_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2025/12/31/0022500462/218/573a69c2-ace9-3532-5eac-378a74200eea_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=218&GameID=0022500462&Season=2025-2026&flag=1&title=Curry+26%27+3PT+Pullup+Jump+Shot+%2810+PTS%29+%28Green+4+AST%29
0022500462,414,2025-12-31,2025-12-31/GSWCHA,3,CHA,GSW,Curry 26' 3PT Step Back Jump Shot (18 PTS) (Butler III 4 AST),64,64,73,76,3,9,12,https://videos.nba.com/nba/pbp/media/2025/12/31/0022500462/414/3919b1b2-28fd-cb77-ac3d-c315296dd765_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2025/12/31/0022500462/414/3919b1b2-28fd-cb77-ac3d-c315296dd765_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=414&GameID=0022500462&Season=2025-2026&flag=1&title=Curry+26%27+3PT+Step+Back+Jump+Shot+%2818+PTS%29+%28Butler+III+4+AST%29
0022500449,560,2025-12-29,2025-12-29/GSWBKN,4,BKN,GSW,Curry 26' 3PT Jump Shot (23 PTS) (Richard 2 AST),88,88,91,94,3,3,6,https://videos.nba.com/nba/pbp/media/2025/12/29/0022500449/560/3580c267-e751-18d5-092b-618fb0178824_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2025/12/29/0022500449/560/3580c267-e751-18d5-092b-618fb0178824_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=560&GameID=0022500449&Season=2025-2026&flag=1&title=Curry+26%27+3PT+Jump+Shot+%2823+PTS%29+%28Richard+2+AST%29
0022500449,466,2025-12-29,2025-12-29/GSWBKN,3,BKN,GSW,Curry 25' 3PT Step Back Jump Shot (20 PTS),71,71,71,74,3,0,3,https://videos.nba.com/nba/pbp/media/2025/12/29/0022500449/466/93cd6a86-2aaf-ba3d-f3d5-e47245aff639_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2025/12/29/0022500449/466/93cd6a86-2aaf-ba3d-f3d5-e47245aff639_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=466&GameID=0022500449&Season=2025-2026&flag=1&title=Curry+25%27+3PT+Step+Back+Jump+Shot+%2820+PTS%29
0022500449,440,2025-12-29,2025-12-29/GSWBKN,3,BKN,GSW,Curry 24' 3PT Step Back Jump Shot (13 PTS) (Podziemski 1 AST),69,69,64,67,3,5,2,https://videos.nba.com/nba/pbp/media/2025/12/29/0022500449/440/f96b7098-fd46-87ca-5e75-28065bdf46b3_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2025/12/29/0022500449/440/f96b7098-fd46-87ca-5e75-28065bdf46b3_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=440&GameID=0022500449&Season=2025-2026&flag=1&title=Curry+24%27+3PT+Step+Back+Jump+Shot+%2813+PTS%29+%28Podziemski+1+AST%29
0022500449,237,2025-12-29,2025-12-29/GSWBKN,2,BKN,GSW,Curry 26' 3PT Step Back Jump Shot (10 PTS) (Green 2 AST),39,39,39,42,3,0,3,https://videos.nba.com/nba/pbp/media/2025/12/29/0022500449/237/d9d9fdf1-897a-13fe-eedf-fc3d7ca5776d_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2025/12/29/0022500449/237/d9d9fdf1-897a-13fe-eedf-fc3d7ca5776d_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=237&GameID=0022500449&Season=2025-2026&flag=1&title=Curry+26%27+3PT+Step+Back+Jump+Shot+%2810+PTS%29+%28Green+2+AST%29
0022500449,216,2025-12-29,2025-12-29/GSWBKN,2,BKN,GSW,Curry 28' 3PT Pullup Jump Shot (7 PTS),36,36,34,37,3,2,1,https://videos.nba.com/nba/pbp/media/2025/12/29/0022500449/216/83ae5a61-1632-0ffd-bfc9-3ac74e236bf9_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2025/12/29/0022500449/216/83ae5a61-1632-0ffd-bfc9-3ac74e236bf9_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=216&GameID=0022500449&Season=2025-2026&flag=1&title=Curry+28%27+3PT+Pullup+Jump+Shot+%287+PTS%29
0022500441,703,2025-12-28,2025-12-28/GSWTOR,4,TOR,GSW,Curry 27' 3PT Jump Shot (39 PTS) (Green 7 AST),113,113,117,120,3,4,7,https://videos.nba.com/nba/pbp/media/2025/12/28/0022500441/703/040a4fd3-ca59-65ae-8b83-8201fe19240c_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2025/12/28/0022500441/703/040a4fd3-ca59-65ae-8b83-8201fe19240c_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=703&GameID=0022500441&Season=2025-2026&flag=1&title=Curry+27%27+3PT+Jump+Shot+%2839+PTS%29+%28Green+7+AST%29
0022500441,231,2025-12-28,2025-12-28/GSWTOR,2,TOR,GSW,Curry 28' 3PT Jump Shot (11 PTS) (Green 4 AST),45,45,38,41,3,7,4,https://videos.nba.com/nba/pbp/media/2025/12/28/0022500441/231/8304f969-97a5-c7fb-46d2-c832b2774219_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2025/12/28/0022500441/231/8304f969-97a5-c7fb-46d2-c832b2774219_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=231&GameID=0022500441&Season=2025-2026&flag=1&title=Curry+28%27+3PT+Jump+Shot+%2811+PTS%29+%28Green+4+AST%29
0022500441,386,2025-12-28,2025-12-28/GSWTOR,3,TOR,GSW,Curry 26' 3PT Running Pull-Up Jump Shot (18 PTS),65,65,64,67,3,1,2,https://videos.nba.com/nba/pbp/media/2025/12/28/0022500441/386/e6d8fd22-fa38-54c4-5937-33ad77e8320e_1280x720.mp4,https://videos.nba.com/nba/pbp/media/2025/12/28/0022500441/386/e6d8fd22-fa38-54c4-5937-33ad77e8320e_1280x720.jpg,https://www.nba.com/stats/events?GameEventID=386&GameID=0022500441&Season=2025-2026&flag=1&title=Curry+26%27+3PT+Running+Pull-Up+Jump+Shot+%2818+PTS%29
